No,Codigo,Departamento,Municipio,Latitud,Longitud,Nombre Establecimiento,Direccion
1,16-01-0249-43,ALTA VERAPAZ,COBAN,15.768956,-90.806314,EORM,COMUNIDAD CHUMILA IXILA II
2,16-01-0364-43,ALTA VERAPAZ,COBAN,15.74527,-90.80307,EORM,COMUNIDAD CHUMILA IXILA I
3,16-01-0592-43,ALTA VERAPAZ,COBAN,15.737588,-90.781339,EOUV NO. 2 SALVADOR DE OLIVA,5A. CALLE 2-80 ZONA 3
4,16-01-0254-43,ALTA VERAPAZ,COBAN,15.691864,-90.778881,EORM,COMUNIDAD LA LIBERTAD XALA-ROCJA
5,16-01-0622-41,ALTA VERAPAZ,COBAN,15.691864,-90.778881,COPB ANEXO A EORM,COMUNIDAD CHUMILA IXILA II
6,16-01-0369-43,ALTA VERAPAZ,COBAN,15.70181,-90.77606,EORM,CASERIO SAPENS
7,16-01-0261-43,ALTA VERAPAZ,COBAN,15.782796,-90.774096,EORM,COMUNIDAD SANTA MARTA PASUCUC
8,16-01-0340-43,ALTA VERAPAZ,COBAN,15.710957,-90.773815,EORM,COMUNIDAD SEMULTEQUEN RIO NEGRO
9,16-01-0257-43,ALTA VERAPAZ,COBAN,15.682332,-90.766395,EORM,ALDEA SAN PEDRO XALA-ROCJA
10,16-01-0376-43,ALTA VERAPAZ,COBAN,15.799005,-90.763664,EORM,CASERIO IXLOC SAN PEDRITO
11,16-01-1163-43,ALTA VERAPAZ,COBAN,15.732823,-90.763049,EORM,ALDEA SAN JOSE PE??A BLANCA
12,16-01-0460-41,ALTA VERAPAZ,COBAN,15.690264,-90.759793,COPB ANEXO A EORM,ALDEA PANTUYATE SAMECAN
13,16-01-0463-43,ALTA VERAPAZ,COBAN,15.690264,-90.759793,EORM,ALDEA PANTUYATE
14,16-01-0606-43,ALTA VERAPAZ,COBAN,15.818219,-90.759395,EORM,CASERIO SAN LORENZO IXMACHAN I
15,16-01-0190-42,ALTA VERAPAZ,COBAN,15.764724,-90.758088,EODP ANEXA A EORM,ALDEA ROC HA PASACUC
16,16-01-0341-43,ALTA VERAPAZ,COBAN,15.764724,-90.758088,EORM,ALDEA ROC HA PASACUC
17,16-01-0324-43,ALTA VERAPAZ,COBAN,15.727322,-90.755532,EORM,COMUNIDAD SANTA ANITA
18,16-01-1164-43,ALTA VERAPAZ,COBAN,15.698875,-90.752496,EORM,ALDEA SA MULTEQUEN II
19,16-01-0212-42,ALTA VERAPAZ,COBAN,15.780105,-90.752348,EODP ALDEA SA UCHIL,ALDEA SA UCHIL
20,16-01-0213-42,ALTA VERAPAZ,COBAN,15.780105,-90.752348,EODP,COMUNIDAD SANTA ANITA
21,16-01-0317-43,ALTA VERAPAZ,COBAN,15.780105,-90.752348,EORM COMUNIDAD SAN SEBASTIAN EL CAOBA,COMUNIDAD SAN SEBASTIAN EL CAOBA
22,16-01-0178-41,ALTA VERAPAZ,COBAN,15.833039,-90.752343,COPB,ALDEA IXLOC
23,16-01-0318-43,ALTA VERAPAZ,COBAN,15.833039,-90.752343,EORM,"ALDEA IXLOC, SALAGUIN"
24,16-01-0348-43,ALTA VERAPAZ,COBAN,15.704728,-90.749558,EORM,PARCELAMIENTO SALAGUNA
25,16-01-0259-43,ALTA VERAPAZ,COBAN,15.745998,-90.743461,EORM,ALDEA CHINAMOCOCH
26,16-01-0071-43,ALTA VERAPAZ,COBAN,15.889547,-90.741643,EORM,ALDEA SAHOLOM
27,16-01-2952-41,ALTA VERAPAZ,COBAN,15.889547,-90.741643,COPB ANEXO A EORM,ALDEA SAHOLOM
28,16-01-0385-43,ALTA VERAPAZ,COBAN,15.759214,-90.739508,EORM,ALDEA UNION BUENA VISTA
29,16-01-0386-43,ALTA VERAPAZ,COBAN,15.686347,-90.737016,EORM,ALDEA LAS MERCEDES PASACUC
30,16-01-0179-41,ALTA VERAPAZ,COBAN,15.796675,-90.728922,COPB ANEXO A EORM,CASERIO ROCJA PURIBAL
31,16-01-0256-43,ALTA VERAPAZ,COBAN,15.796675,-90.728922,EORM,ALDEA ROC-HA PURIBAL
32,16-01-0277-43,ALTA VERAPAZ,COBAN,15.77643,-90.728178,EORM BALDIO XALACHE,BALDIO XALACHE
33,16-01-0625-41,ALTA VERAPAZ,COBAN,15.77643,-90.728178,COPB ANEXO A EORM,COMUNIDAD SANTA ELENA SATALOX
34,16-01-0382-43,ALTA VERAPAZ,COBAN,15.955651,-90.726571,EORM ALDEA SA UCHIL,ALDEA SA UCHIL
35,16-01-0200-42,ALTA VERAPAZ,COBAN,15.902097,-90.725371,EODP,"COMUNIDAD EL ZAPOTAL II, MACHACJA"
36,16-01-0316-43,ALTA VERAPAZ,COBAN,15.902097,-90.725371,EORM,"COMUNIDAD EL ZAPOTAL II, MACHACJA"
37,16-07-0199-43,ALTA VERAPAZ,PANZOS,15.902097,-90.725371,EORM,PARCELAMIENTO AJ RALCHOCH QOTOX HA II
38,16-01-0197-42,ALTA VERAPAZ,COBAN,15.859957,-90.725051,EODP,COMUNIDAD BEMPEC EL CASTAQO
39,16-01-0356-43,ALTA VERAPAZ,COBAN,15.859957,-90.725051,EORM,COMUNIDAD BEMPEC EL CASTAQO
40,16-01-0329-43,ALTA VERAPAZ,COBAN,15.733544,-90.723944,EORM ALDEA DE COPALA,ALDEA DE COPALA
41,16-01-0180-41,ALTA VERAPAZ,COBAN,15.952769,-90.721756,COPB,BALDIO ZAPOTAL I
42,16-01-0247-43,ALTA VERAPAZ,COBAN,15.952769,-90.721756,EORM,BALDIO ZAPOTAL I
43,16-01-0203-42,ALTA VERAPAZ,COBAN,15.751762,-90.721726,EODP,ALDEA SAJACOC XALASUTZUL
44,16-01-0278-43,ALTA VERAPAZ,COBAN,15.751762,-90.721726,EORM,ALDEA SAJACOC XALASUTZUL
45,16-01-1165-43,ALTA VERAPAZ,COBAN,15.772929,-90.719168,EORM,ALDEA LAGUNA CHIQUITA
46,16-01-0176-41,ALTA VERAPAZ,COBAN,15.793166,-90.71908,COPB A EORM,COMUNIDAD SAN JOSE SAYHA
47,16-01-0252-43,ALTA VERAPAZ,COBAN,15.793166,-90.71908,EORM,COMUNIDAD SAN JOSE SAYHA
48,16-01-8529-42,ALTA VERAPAZ,COBAN,15.844851,-90.718137,ESCUELA DE EDUCACION ESPECIAL Y CENTRO DE REHABILITACION INTEGRAL,6A AV. 11-80 ZONA 12
49,16-01-0068-43,ALTA VERAPAZ,COBAN,15.844851,-90.718137,EORM,ALDEA SALACUIM
50,16-01-0615-43,ALTA VERAPAZ,COBAN,15.844851,-90.718137,EORM,CASERIO NUEVA LA CEIBA IXILA
51,16-01-1519-42,ALTA VERAPAZ,COBAN,15.844851,-90.718137,EODP,6A AVE. 6-62 ZONA 11 BARRIO SAN MARCOS
52,16-01-8454-41,ALTA VERAPAZ,COBAN,15.844851,-90.718137,COPB ANEXO A EORM,ALDEA SALACUIM
53,16-01-0258-43,ALTA VERAPAZ,COBAN,15.713086,-90.709733,EORM,CASERIO SANTA ELENA SATOLOOX
54,16-01-0624-41,ALTA VERAPAZ,COBAN,15.713086,-90.709733,COPB ANEXO A EORM,COMUNIDAD LA LIBERTAD XALA-ROCJA
55,16-01-0233-43,ALTA VERAPAZ,COBAN,15.781381,-90.708333,EORM,COMUNIDAD SAN LORENZO II
56,16-01-0363-43,ALTA VERAPAZ,COBAN,15.744989,-90.705664,EORM,ALDEA CERRO ALTO MONTE CRISTO
57,16-01-0388-43,ALTA VERAPAZ,COBAN,15.74855,-90.699398,EORM ALDEA CHICHUT,ALDEA CHICHUT
58,16-01-7334-43,ALTA VERAPAZ,COBAN,15.984044,-90.697839,EORM,"ALDEA COPAL ""AA"" LA ESPERANZA"
59,"16-01-7335-43
16-01-7336-41",ALTA VERAPAZ,COBAN,15.984044,-90.697839,COPB ANEXO EORM,"ALDEA COPAL ""AA"" LA ESPERANZA"
60,16-03-0059-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.420413,-90.696402,COPB ANEXO A EORM,CASERIO NUEVO PANCOX
61,16-03-0205-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.420413,-90.696402,EORM,ALDEA NAVIDAD
62,16-03-0061-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.40172,-90.693682,COPB ANEXO A EORM,ALDEA SANTA MARIA
63,16-03-0223-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.40172,-90.693682,EORM,CASERIO EL CEDRAL
64,16-01-0384-43,ALTA VERAPAZ,COBAN,16.002291,-90.691014,EORM CASERIO NUEVO AMANECER,CASERIO NUEVO AMANECER
65,16-01-0633-41,ALTA VERAPAZ,COBAN,16.002291,-90.691014,COPB ANEXO A EORM,ALDEA SAN FRANCISCO DEL RIO
66,16-01-0325-43,ALTA VERAPAZ,COBAN,15.761343,-90.687036,EORM COMUNIDAD GANCHO CAOBA,COMUNIDAD GANCHO CAOBA
67,16-03-6710-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.40126,-90.686323,EORM,CASERIO PANTZIMAJ
68,16-01-0326-43,ALTA VERAPAZ,COBAN,15.719198,-90.682822,EORM,COMUNIDAD LAS CONCHAS
69,16-01-0207-42,ALTA VERAPAZ,COBAN,15.686754,-90.68178,EODP,ALDEA LA CUMBRE SEPACAY
70,16-01-0335-43,ALTA VERAPAZ,COBAN,15.686754,-90.68178,EORM ALDEA LAS CUMBRE SEPACAY,ALDEA LA CUMBRE SEPACAY
71,16-01-0175-41,ALTA VERAPAZ,COBAN,15.955318,-90.680463,COPB,ALDEA SAN MARCOS
72,16-01-0310-43,ALTA VERAPAZ,COBAN,15.955318,-90.680463,EORM,ALDEA SAN MARCOS
73,16-03-0026-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.394586,-90.679673,EORM CASERIO PANJUX,CASERIO PANJUX
74,16-03-0187-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.380609,-90.67721,COPB ANEXO A EORM,ALDEA CHICUZ
75,16-03-0224-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.380609,-90.67721,EORM,ALDEA CHICUZ
76,16-01-0260-43,ALTA VERAPAZ,COBAN,15.737964,-90.676966,EORM,ALDEA CUXPEMECH COPALHA
77,16-01-0218-42,ALTA VERAPAZ,COBAN,16.00333,-90.675052,EODP ALDEA IXILA SAMUTZ,ALDEA IXILA SAMUTZ
78,16-01-0219-43,ALTA VERAPAZ,COBAN,16.00333,-90.675052,EORM,ALDEA EL TRIUNFO NUEVE CERROS
79,16-01-0312-43,ALTA VERAPAZ,COBAN,15.79047,-90.67356,EORM,COMUNIDAD SAMUY II
80,16-01-0163-41,ALTA VERAPAZ,COBAN,15.980187,-90.673555,COPB COMUNIDAD LAS PROMESAS NUEVE CERROS,ALDEA LAS PROMESAS NUEVE CERROS
81,16-01-0250-43,ALTA VERAPAZ,COBAN,15.980187,-90.673555,EORM,ALDEA LAS PROMESAS NUEVE CERROS
82,16-01-0378-43,ALTA VERAPAZ,COBAN,15.79892,-90.672185,EORM,COMUNIDAD MONTE SINAI
83,16-01-0631-41,ALTA VERAPAZ,COBAN,15.79892,-90.672185,COPB ANEXO A EORM,ALDEA SAN BENITO II
84,16-01-0344-43,ALTA VERAPAZ,COBAN,15.749299,-90.669934,EORM COMUNIDAD SAN JOSE PE??A BLANCA,COMUNIDAD SAN JOSE PE??A BLANCA
85,16-03-0003-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.424618,-90.662557,COPB CASERIO PANBON GRANDE,CASERIO PAMBON GRANDE
86,16-03-0010-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.424618,-90.662557,EORM,CASERIO PANBON GRANDE
87,16-01-0296-43,ALTA VERAPAZ,COBAN,15.651906,-90.660234,EORM ALDEA PAQUISIL,CASERIO PAQUISIL
88,16-01-0517-41,ALTA VERAPAZ,COBAN,15.651906,-90.660234,COPB ANEXO A EORM,COMUNIDAD SAPOX
89,16-01-0029-41,ALTA VERAPAZ,COBAN,15.68644,-90.653229,COPB ANEXO A EORM,CASERIO SESAJAB I
90,16-01-2029-43,ALTA VERAPAZ,COBAN,15.68644,-90.653229,EORM,CASERIO SESAJAB I
91,16-01-0160-41,ALTA VERAPAZ,COBAN,15.980091,-90.64976,COPB ANEXO A EODP FEDERICO FROEBEL,3A AVE. 2-35 ZONA 1
92,16-01-0161-41,ALTA VERAPAZ,COBAN,15.980091,-90.64976,COPB,SANTA CRUZ EL NACIMIENTO
93,16-01-0255-43,ALTA VERAPAZ,COBAN,15.980091,-90.64976,EORM,COMUNIDAD SANTA CRUZ EL NACIMIENTO
94,16-03-0062-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.385652,-90.648792,COPB ANEXO A EORM,CASERIO EL CEDRAL
95,16-03-1405-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.385652,-90.648792,EORM,CASERIO WACHQ OOB
96,16-01-0357-43,ALTA VERAPAZ,COBAN,15.639661,-90.645568,EORM COMUNIDAD NUEVA PACQUIUL,COMUNIDAD NUEVA PACQUIUL
97,16-01-0189-42,ALTA VERAPAZ,COBAN,15.744506,-90.645185,EODP COMUNIDAD LA SULTANA,COMUNIDAD LA SULTANA
98,16-01-0292-43,ALTA VERAPAZ,COBAN,15.744506,-90.645185,EORM,COMUNIDAD LA SULTANA
99,16-01-0323-43,ALTA VERAPAZ,COBAN,15.76383,-90.645149,EORM,COMUNIDAD SEMUY I
100,16-01-0522-41,ALTA VERAPAZ,COBAN,15.76383,-90.645149,COPB ANEXO A EORM,COMUNIDAD NUEVAS LAS PACAYAS
101,16-01-0224-43,ALTA VERAPAZ,COBAN,15.705536,-90.637911,EORM CASERIO SESAJAB II,CASERIO SESAJAB II
102,16-01-0290-43,ALTA VERAPAZ,COBAN,16.030185,-90.63505,EORM,ALDEA TIERRA BLANCA CHIXOY
103,16-03-0173-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.391748,-90.633307,COPB ANEXO A EORM,ALDEA QUEJA
104,16-03-0219-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.391748,-90.633307,EORM,ALDEA QUEJA
105,16-03-0024-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.443245,-90.630018,EORM CASERIO SAN SEBASTIAN EL REFUGIO,CASERIO SAN SEBASTIAN EL REFUGIO
106,16-03-0201-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.458008,-90.629849,COPB ANEXO A EORM,CASERIO CUMBRE DE PAMUC
107,16-03-0204-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.458008,-90.629849,EORM,CASERIO CUMBRE DE PAMUC
108,16-03-1573-42,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.458008,-90.629849,EODP ANEXA A EOUV RENE ALBERTO CARDOZA BARAHONA,0 AVENIDA 7-03 ZONA 3
109,16-01-0031-41,ALTA VERAPAZ,COBAN,15.695688,-90.628643,COPB ANEXO A EORM,ALDEA CACAHUILA
110,16-01-0083-43,ALTA VERAPAZ,COBAN,15.695688,-90.628643,EORM,ALDEA CACAHUILA
111,16-01-0372-43,ALTA VERAPAZ,COBAN,16.016115,-90.628173,EORM,ALDEA TIERRA BLANCA SALINAS
112,16-01-0594-43,ALTA VERAPAZ,COBAN,15.633636,-90.628063,EORM,CASERIO DOLORES
113,16-01-0648-41,ALTA VERAPAZ,COBAN,15.633636,-90.628063,COPB ANEXA A EORM,CASERIO DOLORES
114,16-01-0251-43,ALTA VERAPAZ,COBAN,16.005525,-90.627962,EORM,COMUNIDAD PIE DEL CERRO
115,16-01-0003-41,ALTA VERAPAZ,COBAN,15.947342,-90.626659,COPB ANEXO A EORM,ALDEA SANTA LUCIA
116,16-01-0075-43,ALTA VERAPAZ,COBAN,15.947342,-90.626659,EORM,ALDEA SANTA LUCIA LACHUA
117,16-01-0279-43,ALTA VERAPAZ,COBAN,15.737971,-90.626512,EORM,COMUNIDAD ROCJATZIN
118,16-01-0551-43,ALTA VERAPAZ,COBAN,15.634969,-90.62602,EORM,ALDEA LA CEIBA DEL NORTE
119,16-02-9671-42,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,15.47791,-90.62586,EODP,CASERIO SAQUIJA
120,16-03-0001-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.47791,-90.62586,COPB ALDEA LA PROVIDENCIA,ALDEA LA PROVIDENCIA
121,16-03-0022-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.47791,-90.62586,EORM,ALDEA LA PROVIDENCIA
122,16-03-1257-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.47791,-90.62586,COPB ANEXO A EORM,FINCA SAN JOAQUIN
123,16-03-0175-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.373213,-90.625124,COPB ANEXO A EORM,ALDEA SANTA ELENA
124,16-03-0221-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.373213,-90.625124,EORM,ALDEA SANTA ELENA
125,16-03-8457-42,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.373213,-90.625124,EODP ANEXA A EORM,ALDEA SANTA ELENA
126,16-03-0065-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.366519,-90.622453,COPB ANEXO A EORM,CASERIO SANTA CRUZ DEL QUETZAL ALDEA RANCHO
127,16-03-9545-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.366519,-90.622453,COPB ANEXO A EORM,CASERIO SAN SEBASTIAN EL REFUGIO
128,16-03-9649-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.366519,-90.622453,EORM,CASERIO SANTA ROSA
129,16-01-0286-43,ALTA VERAPAZ,COBAN,15.620028,-90.621956,EORM COMUNIDAD XBEN TZUL CONOP III,COMUNIDAD XBEN TZUL CONOP III
130,16-03-0011-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.442358,-90.620583,EORM CASERIO PANSAL,CASERIO PANSAL ALDEA MEXABAJ
131,16-01-0270-43,ALTA VERAPAZ,COBAN,15.634999,-90.619638,EORM CASERIO XBEN CONOP II,CASERIO XBEN CONOP II
132,16-03-0188-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.430357,-90.618797,COPB ANEXO A EORM,ALDEA PAMPACHE
133,16-03-0227-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.430357,-90.618797,EORM,ALDEA PAMPACCHE
134,16-01-0201-42,ALTA VERAPAZ,COBAN,15.600397,-90.617829,EODP COMUNIDAD CHAMA GRANDE,COMUNIDAD CHAMA GRANDE
135,16-01-0305-43,ALTA VERAPAZ,COBAN,15.600397,-90.617829,EORM COMUNIDAD CHAMA GRANDE,COMUNIDAD CHAMA GRANDE
136,16-07-0200-43,ALTA VERAPAZ,PANZOS,15.600397,-90.617829,ESCUELA OFICIAIL RURAL MIXTA,COMUNIDAD NUEVA JERUSALEM EL RODEO
137,16-01-0174-41,ALTA VERAPAZ,COBAN,15.86154,-90.617754,COPB,ALDEA ROCJA PONTILA
138,16-01-0311-43,ALTA VERAPAZ,COBAN,15.86154,-90.617754,EORM,ALDEA ROCJA PONTILA
139,16-01-6644-43,ALTA VERAPAZ,COBAN,15.706729,-90.614657,EORM,CASERIO EL COROZAL
140,16-03-0039-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.39082,-90.613428,COPB ANEXA A EORM,EL ZACATON
141,16-03-0225-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.39082,-90.613428,EORM,CASERIO SAQUIXIM
142,16-01-0338-43,ALTA VERAPAZ,COBAN,16.022775,-90.61285,EORM,COMUNIDAD TIERRA BLANCA SEBOL
143,16-01-8861-42,ALTA VERAPAZ,COBAN,15.723765,-90.612845,EODP,2A. AVENIDA 10-71 ZONA 8 CANTON LAS CASAS
144,16-01-9040-43,ALTA VERAPAZ,COBAN,15.723765,-90.612845,EORM,CASERIO ESPERANZA LEAL
145,16-01-9903-41,ALTA VERAPAZ,COBAN,15.723765,-90.612845,COPB ANEXO A EORM,COMUNIDAD ESPERANZA LEAL
146,16-01-0332-43,ALTA VERAPAZ,COBAN,15.583276,-90.611847,EORM COMUNIDAD YALSEC ZAPUR,COMUNIDAD YALSEC ZAPUR
147,16-01-0289-43,ALTA VERAPAZ,COBAN,16.024323,-90.610749,EORM,COMUNIDAD LA ISLA DE LAS TORTUGAS
148,16-01-0131-43,ALTA VERAPAZ,COBAN,15.909946,-90.609034,EORM,ALDEA RIO TZETOC
149,16-01-1528-41,ALTA VERAPAZ,COBAN,15.909946,-90.609034,COPB ANEXO A EORM,ALDEA RIO TZETOC
150,16-01-0208-42,ALTA VERAPAZ,COBAN,15.553276,-90.608708,EODP COMUNIDAD SACRABINHA,COMUNIDAD SACRABINHA
151,16-01-0328-43,ALTA VERAPAZ,COBAN,15.553276,-90.608708,EORM COMUNIDAD SACRABINHA,COMUNIDAD SACRABINHA
152,16-01-0614-43,ALTA VERAPAZ,COBAN,15.635672,-90.606534,EORM,CASERIO SECAAK EL RETIRO
153,16-01-0171-42,ALTA VERAPAZ,COBAN,15.784346,-90.605419,EODP COMUNIDAD PATATE ICBOLAY,CASERIO PATATE ICBOLAY
154,16-01-0229-43,ALTA VERAPAZ,COBAN,15.784346,-90.605419,EORM CASERIO PATATE ICBOLAY,CASERIO PATATE ICBOLAY
155,16-03-0177-41,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.427018,-90.605166,COPB ANEXO A EORM,ALDEA MEXABAJ
156,16-03-0226-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.427018,-90.605166,EORM,ALDEA MEXABAJ
157,16-01-0216-42,ALTA VERAPAZ,COBAN,15.647152,-90.604916,EODP COMUNIDAD SAACTE,COMUNIDAD SAACTE
158,16-01-0366-43,ALTA VERAPAZ,COBAN,15.647152,-90.604916,EORM ALDEA IXILA SAMUTZ,ALDEA IXILA SAMUTZ
159,16-01-0206-42,ALTA VERAPAZ,COBAN,15.911296,-90.604472,EODP ALDEA RIO TZETOC,ALDEA RIO TZETOC
160,16-01-0226-43,ALTA VERAPAZ,COBAN,15.911296,-90.604472,EORM ALDEA RIO TZETOC,ALDEA RIO TZETOC
161,16-07-0204-43,ALTA VERAPAZ,PANZOS,15.911296,-90.604472,EORM,PARCELAMIENTO NUEVA SANTA CRUZ
162,16-01-0223-43,ALTA VERAPAZ,COBAN,15.800708,-90.603109,EORM COMUNIDAD LAS LAGUNAS DEL FAISAN,COMUNIDAD LAS LAGUNAS EL FAISAN
163,16-01-0360-43,ALTA VERAPAZ,COBAN,15.5268,-90.60223,EORM COMUNIDAD SAWACHIL II,COMUNIDAD SAWACHIL II
164,16-01-0302-43,ALTA VERAPAZ,COBAN,15.609093,-90.601667,EORM CASERIO CHAMA CONOP,CASERIO CHAMA CONOP
165,16-01-0263-43,ALTA VERAPAZ,COBAN,15.756644,-90.598468,EORM COMUNIDAD SACOYOU,ALDEA SACOYOU
166,16-01-0503-41,ALTA VERAPAZ,COBAN,15.756644,-90.598468,COPB ANEXO A EORM,COMUNIDAD SACTATE
167,16-01-0336-43,ALTA VERAPAZ,COBAN,15.77491,-90.597582,EORM COOPERATIVA YALCHACTI,COOPERATIVA YALCHACTI
168,16-01-0533-41,ALTA VERAPAZ,COBAN,15.77491,-90.597582,COPB ANEXO A EORM,COMUNIDAD ROCJA UCHIL
169,16-01-0368-43,ALTA VERAPAZ,COBAN,15.518656,-90.596892,EORM CASERIO SAN ISIDRO LAS PACAYAS,CASERIO SAN ISIDRO LAS PACAYAS
170,16-03-0025-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.498546,-90.596789,EORM CASERIO QUIXALITO,CASERIO QUIXALITO
171,16-01-0303-43,ALTA VERAPAZ,COBAN,15.702462,-90.596297,EORM ALDEA CANIHA II,ALDEA CANIHA II
172,16-01-0494-41,ALTA VERAPAZ,COBAN,15.702462,-90.596297,COPB ANEXO A EORM,ALDEA SAN JOSE SACALA
173,16-03-0021-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.466281,-90.595569,EORM COMUNIDAD DE PAMPUR,CASERIO PAMPUR ALDEA LA PROVIDENCIA
174,16-01-0235-43,ALTA VERAPAZ,COBAN,15.571721,-90.595167,EORM COMUNIDAD SATA??O,COMUNIDAD SATA??O I
175,16-01-0695-43,ALTA VERAPAZ,COBAN,15.718714,-90.59204,EORM,PARAJE LA FLECHA CANGUINIC
176,16-01-0696-41,ALTA VERAPAZ,COBAN,15.718714,-90.59204,COPB,PARAJE LA FLECHA CANGUINIC
177,16-03-0006-42,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.422446,-90.591241,"EODP CASERIO CHIPOZO, ALDEA MEXABAJ",CASERIO CHIPOZO ALDEA MEXABAJ
178,16-03-0015-43,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,15.422446,-90.591241,"EORM CASERIO CHIPOZO, ALDEA MEXABAJ","CASERIO CHIPOZO, ALDEA MEXABAJ"
179,16-01-0304-43,ALTA VERAPAZ,COBAN,15.678576,-90.589658,EORM ALDEA CANIHA I,ALDEA CANIHA I
180,16-01-0380-43,ALTA VERAPAZ,COBAN,15.635734,-90.588601,EORM ALDEA SUMILA,ALDEA SUMILA
181,16-01-0245-43,ALTA VERAPAZ,COBAN,16.012508,-90.588231,EORM COMUNIDAD SANTA MARTA SALINAS,ALDEA SANTA MARTA SALINAS
182,16-01-0362-43,ALTA VERAPAZ,COBAN,15.636247,-90.587544,EORM COMUNIDAD BORDO ALTO,COMUNIDAD BORDO ALTO
183,16-01-0194-41,ALTA VERAPAZ,COBAN,15.975196,-90.58625,COPB,ALDEA LAS TORTUGAS
184,16-01-0365-43,ALTA VERAPAZ,COBAN,15.975196,-90.58625,EORM,ALDEA LAS TORTUGAS
185,16-13-0079-43,ALTA VERAPAZ,CHISEC,15.882514,-90.585762,EORM COMUNIDAD SAN LUIS CHIQUITO,COMUNIDAD SAN LUIS CHIQUITO
186,16-01-0199-42,ALTA VERAPAZ,COBAN,15.826964,-90.58395,EODP,COMUNIDAD EL FAISAN II
187,16-01-0264-43,ALTA VERAPAZ,COBAN,15.826964,-90.58395,EORM,COMUNIDAD FAISAN II
188,16-07-0198-43,ALTA VERAPAZ,PANZOS,15.826964,-90.58395,EORM,COMUNIDAD INDIGENA NUEVO AMANECER
189,16-01-0367-43,ALTA VERAPAZ,COBAN,15.942897,-90.583556,EORM,ALDEA SAN BENITO II
190,16-01-0630-41,ALTA VERAPAZ,COBAN,15.942897,-90.583556,COPB ANEXO A EORM,ALDEA YALICAR 15 DE SEPTIEMBRE
191,16-01-0339-43,ALTA VERAPAZ,COBAN,15.980957,-90.58126,EORM,CASERIO SAN JORGE LA UNION
192,16-01-0069-43,ALTA VERAPAZ,COBAN,15.946468,-90.580591,EORM,ALDEA SAN BENITO I
193,16-01-6835-41,ALTA VERAPAZ,COBAN,15.946468,-90.580591,COPB ANEXO A EORM,ALDEA SAN BENITO I
194,16-01-0308-43,ALTA VERAPAZ,COBAN,15.744158,-90.580408,EORM ALDEA CHAQUI ROCJA SETANA,ALDEA CHAQUI ROCJA SETA??A
195,"01-08-1558-43
16-01-0351-43",ALTA VERAPAZ,COBAN,15.75495,-90.579282,EORM,COMUNIDAD ROCJA UCHIL
196,16-01-0529-41,ALTA VERAPAZ,COBAN,15.75495,-90.579282,COPB ANEXO A EORM,COMUNIDAD CHAJMACAN
