No,Codigo,Departamento,Municipio,Latitud,Longitud,Nombre Establecimiento,Direccion
6327,20-06-0011-43,CHIQUIMULA,OLOPA,14.6989,-89.306998,EORM,CASERIO PUENTE LA AVANZADA ALDEA LAGUNA DE CAYUR
6328,20-05-0031-43,CHIQUIMULA,CAMOTAN,14.815717,-89.306707,EORM,CASERIO NENOJA ALDEA NEARAR
6329,20-05-0085-42,CHIQUIMULA,CAMOTAN,14.859488,-89.306518,EODP ANEXA A EORM,"CASERIO UCHURJA, ALDEA LELA CHANCO"
6330,20-05-1213-43,CHIQUIMULA,CAMOTAN,14.859488,-89.306518,EORM,CASERIO USHURJA ALDEA LELA CHANCO
6331,20-06-0005-43,CHIQUIMULA,OLOPA,14.723481,-89.306476,EORM,ALDEA LOS PLANES
6332,20-07-0299-43,CHIQUIMULA,ESQUIPULAS,14.598234,-89.303407000000007,EORM,ALDEA OLOPITA
6333,20-07-1503-42,CHIQUIMULA,ESQUIPULAS,14.598234,-89.303407000000007,EODP ANEXA A EORM,ALDEA OLOPITA
6334,20-06-1948-42,CHIQUIMULA,OLOPA,14.702828,-89.300377,EODP ANEXA A EORM,ALDEA PIEDRA DE AMOLAR
6335,20-06-0254-43,CHIQUIMULA,OLOPA,14.702828,-89.300377,EORM,ALDEA PIEDRA DE AMOLAR
6336,20-04-0119-42,CHIQUIMULA,JOCOTAN,14.784044,-89.300202,EODP ANEXA A EORM,ALDEA EL NARANJO
6337,20-04-0168-43,CHIQUIMULA,JOCOTAN,14.784044,-89.300202,EORM,ALDEA EL NARANJO
6338,20-07-0033-43,CHIQUIMULA,ESQUIPULAS,14.610318,-89.298109,EORM,CASERIO OLOPITA CENTRO
6339,20-04-0050-43,CHIQUIMULA,JOCOTAN,14.778924,-89.296939,EORM,BARRIO ZAPOTE ALDEA NARANJO
6340,20-05-0083-42,CHIQUIMULA,CAMOTAN,14.829776,-89.296937,EODP ANEXA A EORM,"CASERIO PASHAPA, ALDEA EL RODEO"
6341,20-05-0239-43,CHIQUIMULA,CAMOTAN,14.828196,-89.296571,EORM,CASERIO PASHAPA ALDEA EL RODEO
6342,20-05-0058-43,CHIQUIMULA,CAMOTAN,14.828293,-89.296495,EORM,CASERIO PASHAPA SEGUNDO ALDEA EL RODEO
6343,20-05-0208-43,CHIQUIMULA,CAMOTAN,14.862729,-89.294022,EORM,ALDEA SHUPA
6344,20-05-0018-42,CHIQUIMULA,CAMOTAN,14.868353,-89.293322,EODP ANEXA A EORM,CASERIO LA REBALSA ALDEA SHUPA
6345,20-05-0062-43,CHIQUIMULA,CAMOTAN,14.868353,-89.293322,EORM,CASERIO LA REBALSA ALDEA SHUPA
6346,20-05-0238-43,CHIQUIMULA,CAMOTAN,14.809346,-89.292313,EORM,CASERIO LA JOYA ALDEA MUYURCO
6347,20-05-2096-42,CHIQUIMULA,CAMOTAN,14.809346,-89.292313,EODP ANEXA A EORM,CASERIO LA JOYA ALDEA MUYURCO
6348,20-05-0026-43,CHIQUIMULA,CAMOTAN,14.856126,-89.290852,EORM,CASERIO LA QUESERA ALDEA EL DESPOBLADO
6349,20-06-1124-43,CHIQUIMULA,OLOPA,14.679472,-89.289773,EORM,CASERIO VALLE NUEVO ALDEA EL RODEO
6350,20-07-0313-43,CHIQUIMULA,ESQUIPULAS,14.60855,-89.288446,EORM,CASERIO TONTOLES ALDEA OLOPITA
6351,20-07-2198-42,CHIQUIMULA,ESQUIPULAS,14.60855,-89.288446,EODP ANEXA A EORM,CASERIO TONTOLES ALDEA OLOPITA
6352,20-06-0257-43,CHIQUIMULA,OLOPA,14.668044,-89.288301,EORM,ALDEA EL RODEO
6353,20-05-0035-43,CHIQUIMULA,CAMOTAN,14.802404,-89.288141,EORM,CASERIO PLAN DE MUYURCO ALDEA MUYURCO
6354,20-05-0232-43,CHIQUIMULA,CAMOTAN,14.802518,-89.288035,EORM,CASERIO EL CHORRO ALDEA MUYURCO
6355,20-07-0307-43,CHIQUIMULA,ESQUIPULAS,14.576222,-89.287998,EORM,CASERIO BOJORQUEZ ALDEA ATULAPA
6356,20-06-0010-43,CHIQUIMULA,OLOPA,14.694725,-89.287953,EORM,ALDEA LA CUMBRE
6357,20-04-0014-43,CHIQUIMULA,JOCOTAN,14.773111,-89.287295,EORM,CASERIO EL LIMAR ALDEA EL NARANJO
6358,20-05-0051-43,CHIQUIMULA,CAMOTAN,14.871867,-89.287079,EORM,CASERIO PLAN DEL MURUL ALDEA SHUPA
6359,20-06-0247-43,CHIQUIMULA,OLOPA,14.709074,-89.286514,EORM,ALDEA EL CERRON
6360,20-06-1906-42,CHIQUIMULA,OLOPA,14.709074,-89.286514,EODP ANEXA A EORM,ALDEA EL CERRON
6361,20-05-1061-42,CHIQUIMULA,CAMOTAN,14.867767,-89.284767,EODP,ALDEA SHUPA
6362,20-07-0275-43,CHIQUIMULA,ESQUIPULAS,14.542673,-89.284537,EORM,CASERIO AGUA CALIENTE ALDEA ATULAPA
6363,20-05-0072-43,CHIQUIMULA,CAMOTAN,14.827227,-89.284129,EORM,CASERIO PORTEZUELO EL RODEO
6364,20-06-0003-43,CHIQUIMULA,OLOPA,14.681448,-89.283852,EORM,CASERIO LOS LIRIOS DE LA ALDEA EL RODEO
6365,20-06-1833-43,CHIQUIMULA,OLOPA,14.718727,-89.283212,EOPD PLAN ESPECIFICO,CASERIO EL BALASTRE ALDEA EL CERRON
6366,20-05-0017-42,CHIQUIMULA,CAMOTAN,14.827073,-89.28294,EODP ANEXA A EORM,CASERIO EL PORTEZUELO ALDEA EL RODEO
6367,20-05-0057-43,CHIQUIMULA,CAMOTAN,14.846495000000001,-89.282678,EORM,CASERIO CHANTIAGO ALDEA EL RODEO
6368,20-06-0013-43,CHIQUIMULA,OLOPA,14.686015,-89.28066,EORM,"CASERIO LOS VASQUEZ, ALDEA LA CUMBRE"
6369,20-05-0060-43,CHIQUIMULA,CAMOTAN,14.87237,-89.280353,EORM,BARRIO EL ZARZAL ALDEA SHUPA
6370,20-05-0093-42,CHIQUIMULA,CAMOTAN,14.87237,-89.280353,EODP,"BARRIO EL SARZAL, ALDEA SHUPA"
6371,20-05-0219-43,CHIQUIMULA,CAMOTAN,14.86139,-89.280256,EORM,ALDEA EL DESPOBLADO
6372,20-05-2244-42,CHIQUIMULA,CAMOTAN,14.86139,-89.280256,EODP ANEXA A EORM,ALDEA EL DESPOBLADO
6373,20-05-0032-43,CHIQUIMULA,CAMOTAN,14.886262,-89.279529,EORM,CASERIO TOMA DE AGUA ALDEA LA LIBERTAD
6374,20-04-0091-42,CHIQUIMULA,JOCOTAN,14.785444,-89.277994,EODP ANEXA A EORM,ALDEA TONTOLES
6375,20-04-0189-43,CHIQUIMULA,JOCOTAN,14.785444,-89.277994,EORM,ALDEA TONTOLES
6376,20-05-0095-42,CHIQUIMULA,CAMOTAN,14.806937,-89.277112,EODP,ALDEA MUYURCO
6377,20-05-0210-43,CHIQUIMULA,CAMOTAN,14.806937,-89.277112,EORM,ALDEA MUYURCO
6378,20-05-0039-43,CHIQUIMULA,CAMOTAN,14.831922,-89.277092,EORM,CASERIO SOCOTOCO ALDEA EL RODEO
6379,20-07-0032-43,CHIQUIMULA,ESQUIPULAS,14.585093,-89.276769,EORM,"CASERIO AGUA ZARCA, ALDEA ATULAPA"
6380,20-06-1832-43,CHIQUIMULA,OLOPA,14.721541,-89.276701,EORM,CASERIO PRENSA ARRIBA ALDEA LA PRENSA
6381,20-05-0228-43,CHIQUIMULA,CAMOTAN,14.845529,-89.27596,EORM,ALDEA EL RODEO
6382,20-05-2221-42,CHIQUIMULA,CAMOTAN,14.845529,-89.27596,EODP ANEXA A EORM,ALDEA EL RODEO
6383,20-05-0033-43,CHIQUIMULA,CAMOTAN,14.893146,-89.273247,EORM,CASERIO CAPARROSA DE ALDEA GUIOR
6384,20-05-0092-42,CHIQUIMULA,CAMOTAN,14.892951,-89.27312,EODP,"CASERIO CAPARROSA, ALDEA GUIOR"
6385,20-05-0074-42,CHIQUIMULA,CAMOTAN,14.814892,-89.272934,EODP ANEXA A EORM,ALDEA EL TULAR
6386,20-05-0211-43,CHIQUIMULA,CAMOTAN,14.814892,-89.272934,EORM,ALDEA EL TULAR
6387,20-05-0526-43,CHIQUIMULA,CAMOTAN,14.78725,-89.272483,EORM,CASERIO LOMAS DE PAJA ALDEA SHALAGUA
6388,20-05-2166-42,CHIQUIMULA,CAMOTAN,14.870178,-89.271985,EODP ANEXA A EORM,ALDEA LA LIBERTAD
6389,20-05-0214-43,CHIQUIMULA,CAMOTAN,14.8702,-89.271928,EORM,ALDEA LA LIBERTAD
6390,20-04-0056-43,CHIQUIMULA,JOCOTAN,14.781165,-89.271362,EORM,CASERIO LOS HERNANDEZ ALDEA TONTOLES
6391,20-06-0497-43,CHIQUIMULA,OLOPA,14.70814,-89.270587,EORM,ALDEA EL PATERNITO
6392,20-06-1949-42,CHIQUIMULA,OLOPA,14.70814,-89.270587,EODP ANEXA A EORM,ALDEA EL PATERNITO
6393,20-05-0036-43,CHIQUIMULA,CAMOTAN,14.88354,-89.269801,EORM,CASERIO EL ROBLAR ALDEA LA LIBERTAD
6394,20-05-1840-43,CHIQUIMULA,CAMOTAN,14.867792,-89.267658,EORM,CASERIO EL CRUCE ALDEA LA LIBERTAD
6395,20-05-0010-42,CHIQUIMULA,CAMOTAN,14.850985,-89.266238,EODP,CASERIO EL CEMENTERIO ALDEA EL RODEO
6396,20-05-0045-43,CHIQUIMULA,CAMOTAN,14.850985,-89.266238,EORM,CASERIO EL CEMENTERIO ALDEA EL RODEO
6397,20-05-0203-43,CHIQUIMULA,CAMOTAN,14.871086,-89.266165,EORM,ALDEA GUIOR
6398,20-06-0259-43,CHIQUIMULA,OLOPA,14.726868,-89.265566,EORM,ALDEA LA PRENSA
6399,20-05-0016-42,CHIQUIMULA,CAMOTAN,14.873085,-89.265354,EODP ANEXA A EORM,CASERIO SAN ANTONIO ALDEA LA LIBERTAD
6400,20-05-0029-43,CHIQUIMULA,CAMOTAN,14.873085,-89.265354,EORM,CASERIO SAN ANTONIO ALDEA LA LIBERTAD
6401,20-05-2243-42,CHIQUIMULA,CAMOTAN,14.873085,-89.265354,EODP ANEXA A EORM,CASERIO SESEMILITO ALDEA EL TESORO
6402,20-07-0302-43,CHIQUIMULA,ESQUIPULAS,14.698745,-89.26287,EORM,CASERIO PIEDRA DE AMOLAR ALDEA HORCONES
6403,20-07-0078-42,CHIQUIMULA,ESQUIPULAS,14.623182,-89.26139,EODP ANEXA A EORM,"CASERIO EL PINALITO, ALDEA JAGUA"
6404,20-07-0292-43,CHIQUIMULA,ESQUIPULAS,14.623182,-89.26139,EORM,CASERIO PINALITO ALDEA JAGUA
6405,20-05-0002-42,CHIQUIMULA,CAMOTAN,14.898388,-89.259393,EODP,BARRIO CALICHAL ALDEA GUIOR
6406,20-05-0041-43,CHIQUIMULA,CAMOTAN,14.898388,-89.259393,EORM,BARRIO CALICHAL ALDEA GUIOR
6407,20-05-0480-43,CHIQUIMULA,CAMOTAN,14.788523,-89.259245,EORM,CASERIO PLAN TRAVESIA ALDEA SHALAGUA
6408,20-05-1783-43,CHIQUIMULA,CAMOTAN,14.890273,-89.258901,EORM,CASERIO TIERRA BLANCA ALDEA GUIOR
6409,20-06-1879-43,CHIQUIMULA,OLOPA,14.727317,-89.257320000000007,EORM,CASERIO LOS PINOS ALDEA LA PRENSA
6410,20-05-0013-42,CHIQUIMULA,CAMOTAN,14.825374,-89.255819,EODP ANEXA A EORM,CASERIO EL MIRADERO Y EL PALMAR ALDEA CAJON DEL RIO
6411,20-05-0055-43,CHIQUIMULA,CAMOTAN,14.825374,-89.255819,EORM,CASERIO EL MIRADERO Y EL PALMAR ALDEA CAJON DEL RIO
6412,20-07-0311-43,CHIQUIMULA,ESQUIPULAS,14.608943,-89.254823,EORM,CASERIO LA FORTUNA ALDEA LAS PE??AS
6413,20-07-0021-43,CHIQUIMULA,ESQUIPULAS,14.602921,-89.252476,EORM,CASERIO PESOTE LAS PE??AS
6414,20-05-0042-43,CHIQUIMULA,CAMOTAN,14.818736,-89.251813,EORM,CASERIO PLAN DEL BORDO ALDEA CAJON DEL RIO
6415,20-05-0204-43,CHIQUIMULA,CAMOTAN,14.790013,-89.250588,EORM,ALDEA SHALAGUA
6416,20-05-1782-43,CHIQUIMULA,CAMOTAN,14.789902,-89.250581,EORM,CASERIO TRAVESIA ALDEA SHALAGUA
6417,20-06-0265-43,CHIQUIMULA,OLOPA,14.714042,-89.25027,EORM,ALDEA EL CARRIZAL
6418,20-06-1950-42,CHIQUIMULA,OLOPA,14.714042,-89.25027,EODP EODP ANEXA A EORM,ALDEA EL CARRIZAL
6419,20-07-0310-43,CHIQUIMULA,ESQUIPULAS,14.64729,-89.250192,EORM,CASERIO EL PE??ASCO (VALLE DE LA MUERTE) ALDEA JAGUA
6420,20-05-0574-42,CHIQUIMULA,CAMOTAN,14.790227,-89.250178,EODP ANEXA EORM,ALDEA SHALAGUA
6421,20-04-0060-43,CHIQUIMULA,JOCOTAN,14.775714,-89.249511,EORM,CASERIO MAL PASO ALDEA TANSHA
6422,20-07-0293-43,CHIQUIMULA,ESQUIPULAS,14.63252,-89.247139,EORM,ALDEA SAN PEDRO JAGUA
6423,20-05-0206-43,CHIQUIMULA,CAMOTAN,14.872236,-89.24622,EORM,ALDEA EL ANICILLO
6424,20-05-2246-42,CHIQUIMULA,CAMOTAN,14.872236,-89.24622,EODP ANEXA A EORM,ALDEA EL ANICILLO
6425,20-05-0061-43,CHIQUIMULA,CAMOTAN,14.815263,-89.245693,EORM,CASERIO LAS FLORES ALDEA EL GUAYABO
6426,20-07-2217-42,CHIQUIMULA,ESQUIPULAS,14.608307,-89.245158,EODP ANEXA A EORM,ALDEA LAS PE??AS
6427,20-07-0300-43,CHIQUIMULA,ESQUIPULAS,14.608307,-89.245158,EORM,ALDEA LAS PE??AS
6428,20-05-0020-42,CHIQUIMULA,CAMOTAN,14.848765,-89.243875,EODP ANEXA A EORM,CASERIO EL ROBLARCITO ALDEA CAPARJA
6429,20-05-0038-43,CHIQUIMULA,CAMOTAN,14.848765,-89.243875,EORM,CASERIO EL ROBLARCITO ALDEA CAPARJA
6430,20-05-0052-43,CHIQUIMULA,CAMOTAN,14.825067,-89.243742,EORM,CASERIO EL ESCUELERO ALDEA EL GUAYABO
6431,20-07-1106-43,CHIQUIMULA,ESQUIPULAS,14.617344,-89.241709,EORM,CASERIO RINCON DE MARIA
6432,20-07-2175-42,CHIQUIMULA,ESQUIPULAS,14.617344,-89.241709,EODP ANEXA A EORM,CASERIO RINCON DE MARIA ALDEA JAGUA
6433,20-07-0315-43,CHIQUIMULA,ESQUIPULAS,14.737417,-89.241052,EORM,ALDEA CARBONERAS
6434,20-07-0312-43,CHIQUIMULA,ESQUIPULAS,14.587613,-89.23971,EORM,CASERIO EL PALMAR ALDEA LAS PE??AS
6435,20-06-0255-43,CHIQUIMULA,OLOPA,14.738319,-89.239318,EORM,ALDEA EL AMATILLO
6436,20-06-1907-42,CHIQUIMULA,OLOPA,14.738319,-89.239318,EODP ANEXA A EORM,ALDEA EL AMATILLO
6437,20-05-0225-43,CHIQUIMULA,CAMOTAN,14.854386,-89.239292,EORM,ALDEA CAPARJA
6438,20-06-1831-43,CHIQUIMULA,OLOPA,14.726588,-89.23909,EORM,CASERIO LA CONSOLACION ALDEA EL CARRIZAL
6439,20-05-0658-42,CHIQUIMULA,CAMOTAN,14.8539,-89.238094,EODP,ALDEA CAPARJA
6440,20-04-0122-42,CHIQUIMULA,JOCOTAN,14.776201,-89.238008,EODP ANEXA A EORM,ALDEA TANSHA
6441,20-04-0184-43,CHIQUIMULA,JOCOTAN,14.776201,-89.238008,EORM,ALDEA TANSHA
6442,20-07-0034-43,CHIQUIMULA,ESQUIPULAS,14.596455,-89.23518,EORM,CASERIO EL INCIENSO ALDEA LAS PE??AS
6443,20-05-0077-42,CHIQUIMULA,CAMOTAN,14.819633,-89.233532,EODP ANEXA A EORM,"CASERIO FILINCAS, ALDEA EL GUAYABO"
6444,20-05-0221-43,CHIQUIMULA,CAMOTAN,14.819633,-89.233532,EORM,CASERIO LAS FILINCAS ALDEA EL GUAYABO
6445,20-05-1215-43,CHIQUIMULA,CAMOTAN,14.819633,-89.233532,EORM,CASERIO LAS FILINCAS ALDEA EL GUAYABO
6446,20-05-0056-43,CHIQUIMULA,CAMOTAN,14.85092,-89.233298,EORM,CASERIO CARRIZALITO ALDEA CAPARJA
6447,20-05-0091-42,CHIQUIMULA,CAMOTAN,14.85092,-89.233298,EODP,"CASERIO CARRIZALITO, ALDEA CAPARJA"
6448,20-04-0125-42,CHIQUIMULA,JOCOTAN,14.773065,-89.233286,EODP ANEXA A EORM,CASERIO EL MOJON ALDEA TANSHA
6449,20-04-2040-43,CHIQUIMULA,JOCOTAN,14.773065,-89.233286,EORM,CASERIO EL MOJON ALDEA TANSHA
6450,20-05-0496-43,CHIQUIMULA,CAMOTAN,14.837895,-89.233094,EORM,ALDEA EL GUAYABO
6451,20-05-2264-42,CHIQUIMULA,CAMOTAN,14.837895,-89.233094,EODP ANEXA A EORM,ALDEA EL GUAYABO
6452,20-05-0003-42,CHIQUIMULA,CAMOTAN,14.918393,-89.231633,EODP,CASERIO LA CEIBA ALDEA EL TESORO
6453,20-05-0034-43,CHIQUIMULA,CAMOTAN,14.918393,-89.231633,EORM,BARRIO LA CEIBA CASERIO TIZAMARTE ALDEA EL TESORO
6454,20-07-0289-43,CHIQUIMULA,ESQUIPULAS,14.616197,-89.23035,EORM,CASERIO SAN FRANCISCO BUENA VISTA ALDEA JAGUA
6455,20-07-2192-42,CHIQUIMULA,ESQUIPULAS,14.616197,-89.23035,EODP ANEXA A EORM,CASERIO SAN FRANCISCO BUENA VISTA ALDEA JAGUA
6456,20-04-0524-43,CHIQUIMULA,JOCOTAN,14.761236,-89.230182,EORM,ALDEA COLMENAS
6457,20-05-0059-43,CHIQUIMULA,CAMOTAN,14.806752,-89.228889,EORM,CASERIO EL QUEBRACHO ALDEA EL GUAYABO
6458,20-05-0233-43,CHIQUIMULA,CAMOTAN,14.936137,-89.227672,EORM,ALDEA TACHOCHE
6459,20-05-2356-42,CHIQUIMULA,CAMOTAN,14.936137,-89.227672,EODP ANEXA A EORM,ALDEA TACHOCHE
6460,20-07-0096-42,CHIQUIMULA,ESQUIPULAS,14.705899,-89.226429,EODP ANEXA A EORM,ALDEA HORCONES
6461,20-07-0281-43,CHIQUIMULA,ESQUIPULAS,14.705899,-89.226429,EORM,ALDEA HORCONES
6462,20-07-0285-43,CHIQUIMULA,ESQUIPULAS,14.705899,-89.226429,EORM,CASERIO EL ZARZALITO ALDEA HORCONES
6463,20-07-0273-43,CHIQUIMULA,ESQUIPULAS,14.706611,-89.225368,EORM,CASERIO EL MOJON ALDEA TIMUSHAN
6464,20-05-0237-43,CHIQUIMULA,CAMOTAN,14.91501,-89.224843,EORM,CASERIO TISAMARTE ALDEA EL TESORO
6465,20-05-2242-42,CHIQUIMULA,CAMOTAN,14.91501,-89.224843,EODP ANEXA A EORM,CASERIO TIZAMARTE ALDEA EL TESORO
6466,20-05-0065-43,CHIQUIMULA,CAMOTAN,14.906247,-89.224558,EORM,CASERIO EL ROBLON ALDEA EL TESORO
6467,20-05-0063-43,CHIQUIMULA,CAMOTAN,14.910651,-89.223247,EORM,"CASERIO EL PORVENIR, ALDEA EL TESORO"
6468,20-05-0015-42,CHIQUIMULA,CAMOTAN,14.82219,-89.222787,EODP,CASERIO PLAN DEL JOCOTE ALDEA EL GUAYABO
6469,20-05-0040-43,CHIQUIMULA,CAMOTAN,14.82219,-89.222787,EORM,CASERIO PLAN DEL JOCOTE ALDEA EL GUAYABO
6470,20-07-0054-42,CHIQUIMULA,ESQUIPULAS,14.613813,-89.222443,EODP ANEXA A EORM,"CASERIO POTRERILLOS, ALDEA EL ZARZAL"
6471,20-07-0309-43,CHIQUIMULA,ESQUIPULAS,14.613813,-89.222443,EORM,CASERIO POTRERILLOS ALDEA EL ZARZAL
6472,20-05-0066-43,CHIQUIMULA,CAMOTAN,14.826958,-89.221098,EORM,CASERIO LA LOMA ALDEA EL GUAYABO CE
6473,20-07-0319-43,CHIQUIMULA,ESQUIPULAS,14.597857,-89.216753,EORM,CASERIO EL ZAPOTAL ALDEA EL ZARZAL
6474,20-07-0024-43,CHIQUIMULA,ESQUIPULAS,14.591705,-89.215982,EORM,CASERIO EL ZAPOTALITO ALDEA EL ZARZAL
6475,20-07-0097-42,CHIQUIMULA,ESQUIPULAS,14.656355,-89.213757,EODP ANEXA A EORM,CASERIO LAS SOPAS ALDEA JAGUA
6476,20-07-0282-43,CHIQUIMULA,ESQUIPULAS,14.656355,-89.213757,EORM,CASERIO LAS SOPAS ALDEA JAGUA
6477,20-07-0296-43,CHIQUIMULA,ESQUIPULAS,14.615519,-89.213323,EORM,ALDEA EL ZARZAL
6478,20-07-1502-42,CHIQUIMULA,ESQUIPULAS,14.615272,-89.213273,EODP ANEXA A EORM,ALDEA EL ZARZAL
6479,20-05-0224-43,CHIQUIMULA,CAMOTAN,14.798065,-89.212603,EORM,ALDEA CAULOTES
6480,20-05-0226-43,CHIQUIMULA,CAMOTAN,14.906484,-89.210217,EORM,ALDEA EL TESORO
6481,20-05-2077-42,CHIQUIMULA,CAMOTAN,14.906484,-89.210217,EODP ANEXA A EORM,ALDEA EL TESORO
6482,20-05-0037-43,CHIQUIMULA,CAMOTAN,14.808788,-89.207001,EORM,CASERIO CAULOTES FRONTERA ALDEA CAULOTES
6483,20-05-0223-43,CHIQUIMULA,CAMOTAN,14.932185,-89.206311,EORM,CASERIO SESESMILITO ALDEA EL TESORO
6484,20-05-0012-42,CHIQUIMULA,CAMOTAN,14.80022,-89.204471,EODP,CASERIO EL CHAPULIN ALDEA CAULOTES
6485,20-05-0053-43,CHIQUIMULA,CAMOTAN,14.80022,-89.204471,EORM,CASERIO EL CHAPULIN ALDEA CAULOTES
6486,20-07-0006-42,CHIQUIMULA,ESQUIPULAS,14.591194,-89.203155,EODP ANEXA A EORM,ALDEA VALLE DE JESUS
6487,20-07-0011-43,CHIQUIMULA,ESQUIPULAS,14.591194,-89.203155,EORM,ALDEA VALLE DE JESUS
6488,20-07-2303-43,CHIQUIMULA,ESQUIPULAS,14.624948,-89.20305,EORM,"CASERIO VARALES, ALDEA CHANMAGUA"
6489,20-07-1312-43,CHIQUIMULA,ESQUIPULAS,14.651996,-89.198635,EORM,CASERIO LAGUNA SECA ALDEA CHANMAGUA
6490,20-07-0298-43,CHIQUIMULA,ESQUIPULAS,14.624638,-89.198219,"EORM REGIONAL ""JOSE NAPOLEON FLORES VALDES""",ALDEA CHANMAGUA;
6491,20-07-0545-42,CHIQUIMULA,ESQUIPULAS,14.624638,-89.198219,EODP ANEXA A ESCUELA JOSE NAPOLEON FLORES V.,ALDEA CHANMAGUA
6492,20-05-0047-43,CHIQUIMULA,CAMOTAN,14.91212,-89.195544,EORM,CASERIO EL ZARZAL ALDEA MOROLA
6493,20-07-0067-43,CHIQUIMULA,ESQUIPULAS,14.783375,-89.194623000000007,EORM,FINCA SAN JOSE LAS LAGRIMAS
6494,20-07-1159-43,CHIQUIMULA,ESQUIPULAS,14.600745,-89.191635,EORM,CASERIO MALCOTAL ALDEA ZARZAL
6495,20-07-0023-43,CHIQUIMULA,ESQUIPULAS,14.587824,-89.189659,EORM,CASERIO MALCOTALITO ALDEA SAN ISIDRO
6496,20-05-0236-43,CHIQUIMULA,CAMOTAN,14.94367,-89.187788,EORM,ALDEA MOROLA
6497,20-05-0028-43,CHIQUIMULA,CAMOTAN,14.942215,-89.187582,EORM,CASERIO PINALITO ALDEA MOROLA
6498,20-07-1101-43,CHIQUIMULA,ESQUIPULAS,14.619273,-89.185823,EORM,CASERIO LAS POZAS ALDEA CHANMAGUA
6499,20-07-0022-43,CHIQUIMULA,ESQUIPULAS,14.731456,-89.183864,EORM,CASERIO CA??ADA DEL PINO ALDEA TIMUSHAN
6500,20-05-0011-42,CHIQUIMULA,CAMOTAN,14.935424,-89.183087,EODP ANEXA A EORM,CASERIO PINALITO ALDEA MOROLA
6501,20-07-0029-43,CHIQUIMULA,ESQUIPULAS,14.593991,-89.180404,EORM,CASERIO EL CAPUCAL ALDEA SAN ISIDRO
6502,20-07-1158-43,CHIQUIMULA,ESQUIPULAS,14.624253,-89.179264,EORM,CASERIO LOMA ALTA ALDEA CAFETALES
6503,20-07-0284-43,CHIQUIMULA,ESQUIPULAS,14.586512,-89.179001,EORM,ALDEA SAN ISIDRO
6504,20-07-0306-43,CHIQUIMULA,ESQUIPULAS,14.721113,-89.178118,EORM,ALDEA TIMUSHAN
6505,20-07-2200-42,CHIQUIMULA,ESQUIPULAS,14.721113,-89.178118,EODP ANEXA A EORM,ALDEA TIMUSHAN
6506,20-07-0303-43,CHIQUIMULA,ESQUIPULAS,14.721735,-89.178098,EORM,ALDEA TIMUSHAN CASERIO PASALJA
6507,20-07-0502-43,CHIQUIMULA,ESQUIPULAS,14.755636,-89.173534,EORM,ALDEA MONTEROS
6508,20-07-0290-43,CHIQUIMULA,ESQUIPULAS,14.61958,-89.169736,EORM,ALDEA CAFETALES
6509,20-07-1229-42,CHIQUIMULA,ESQUIPULAS,14.61958,-89.169736,EODP ANEXA A EORM,ALDEA CAFETALES
6510,20-07-0019-43,CHIQUIMULA,ESQUIPULAS,14.730947,-89.169719,EORM,CASERIO LLANO DE SAN GASPAR
6511,20-07-0018-43,CHIQUIMULA,ESQUIPULAS,14.747016,-89.169423,EORM,CASERIO EL HORNO ALDEA MONTEROS
6512,20-07-1157-43,CHIQUIMULA,ESQUIPULAS,14.709654,-89.164431,EORM,CASERIO TABLON DE SULAY ALDEA TIMUSHAN
6513,20-07-0094-42,CHIQUIMULA,ESQUIPULAS,14.656898,-89.160735,EODP ANEXA A EORM,ALDEA EL CARRIZAL
6514,20-07-0278-43,CHIQUIMULA,ESQUIPULAS,14.656898,-89.160735,EORM,ALDEA EL CARRIZAL
6515,20-07-1108-43,CHIQUIMULA,ESQUIPULAS,14.657474,-89.159818,EORM,CASERIO PERICOS ALDEA CARRIZAL
6516,20-07-0031-43,CHIQUIMULA,ESQUIPULAS,14.717299,-89.156651,EORM,"CASERIO LOS FIERROS, ALDEA TIMUSHAN"
6517,20-07-0501-43,CHIQUIMULA,ESQUIPULAS,14.606646,-89.155417,EORM,CASERIO LA ARADONA ALDEA CAFETALES
6518,02-07-0181-43,EL PROGRESO,SANARATE,14.855362,-90.37139,EORM,ALDEA PLAN DE BUENA VISTA
6519,02-07-0162-43,EL PROGRESO,SANARATE,14.844749,-90.360412,EORM,ALDEA EL CARMEN
6520,02-07-0461-42,EL PROGRESO,SANARATE,14.844749,-90.360412,EODP ANEXA EORM,ALDEA EL CARMEN
6521,02-07-0173-43,EL PROGRESO,SANARATE,14.860376,-90.341593,EORM,ALDEA CERRO BLANCO
6522,02-07-0580-42,EL PROGRESO,SANARATE,14.860376,-90.341593,EODP ANEXA A EORM,ALDEA CERRO BLANCO
6523,02-07-0183-43,EL PROGRESO,SANARATE,14.835005,-90.334781,EORM,ALDEA PUENTE DE LA BARRANQUILLA
6524,02-08-0008-42,EL PROGRESO,SAN ANTONIO LA PAZ,14.741408,-90.329408,"EODP CASERIO LA ESTACION, ALDEA AGUA CALIENTE",CASERIO LA ESTACION ALDEA AGUA CALIENTE
6525,02-08-0010-43,EL PROGRESO,SAN ANTONIO LA PAZ,14.741408,-90.329408,"EORM CASERIO LA ESTACION, ALDEA AGUA CALIENTE",CASERIO LA ESTACION ALDEA AGUA CALIENTE
